SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW
01-JAN-2021,27,34973,35578,32008,1222,6527,1060,13080,0,5,2004,-1,0,401,144,999
01-JAN-2021,28,34914,35519,31969,1204,6527,974,13080,0,5,2004,-1,0,401,137,1000
01-JAN-2021,29,35016,35622,32095,1190,6527,771,13080,0,6,2004,-1,0,401,90,1000
01-JAN-2021,30,35090,35699,32134,1175,6527,467,13080,0,9,2004,-1,0,401,93,1000
01-JAN-2021,31,35394,36005,32315,1159,6527,177,13080,0,11,2004,-1,0,401,6,999
01-JAN-2021,32,36087,36700,32914,1143,6527,37,13080,0,13,2004,-1,0,397,0,999
01-JAN-2021,33,37497,38107,34107,1147,6527,2,13080,0,10,2004,-1,0,303,0,1019
01-JAN-2021,34,39431,40038,35786,1150,6527,0,13080,0,7,2004,-1,0,312,0,1020
01-JAN-2021,35,39916,40524,36198,1144,6527,0,13080,0,8,2004,-1,0,185,0,1020
01-JAN-2021,36,39653,40262,36037,1137,6527,0,13080,0,9,2004,-1,0,154,14,1019
01-JAN-2021,37,38816,39425,35341,1132,6527,0,13080,0,9,2004,-1,0,34,0,1019
01-JAN-2021,38,37566,38204,34197,1126,6527,0,13080,0,9,2004,-1,0,-29,0,1020
01-JAN-2021,39,36293,36906,33098,1109,6527,0,13080,0,13,2003,-1,0,83,0,1020
01-JAN-2021,40,35041,35652,31960,1091,6527,0,13080,0,11,2003,-1,0,149,0,1020
01-JAN-2021,41,33993,34603,30948,1069,6527,0,13080,0,10,2004,-1,0,168,11,1020
01-JAN-2021,42,32907,33517,30085,1047,6527,0,13080,0,10,2003,-1,0,85,107,1019
01-JAN-2021,43,31743,32421,29026,1025,6527,0,13080,0,9,2003,-1,0,-69,19,1000
01-JAN-2021,44,30641,31277,28031,1002,6527,0,13080,0,9,2002,-1,0,-27,0,1000
01-JAN-2021,45,29547,30158,27000,991,6527,0,13080,0,11,2004,-1,0,27,0,1000
01-JAN-2021,46,28426,29036,25866,980,6527,0,13080,0,10,2004,-1,0,126,0,1000
01-JAN-2021,47,26737,27343,24265,957,6527,0,13080,0,6,2003,-1,0,185,0,999
01-JAN-2021,48,25743,26349,23358,934,6527,0,13080,0,6,2003,-1,0,58,0,1000
02-JAN-2021,1,25606,26212,23242,922,6527,0,13080,0,6,2003,-1,0,17,0,999
02-JAN-2021,2,25970,26576,23572,909,6527,0,13080,0,6,2003,-1,0,86,0,1000
02-JAN-2021,3,25580,26193,23254,915,6527,0,13080,0,13,1907,-1,0,46,0,952
02-JAN-2021,4,25064,25888,22820,920,6527,0,13080,0,224,1904,-1,0,64,0,951
02-JAN-2021,5,24605,25748,22427,924,6527,0,13080,0,543,1903,-1,0,17,0,951
02-JAN-2021,6,24154,25315,21980,928,6527,0,13080,0,561,1903,-1,0,17,0,951
02-JAN-2021,7,23841,25247,21651,937,6527,0,13080,0,806,1903,-1,0,17,0,951
02-JAN-2021,8,23471,24962,21264,945,6527,0,13080,0,875,1904,-1,0,-16,0,951
02-JAN-2021,9,23148,24910,20983,949,6527,0,13080,0,1141,1904,-1,0,-21,0,878
02-JAN-2021,10,22965,24779,20829,953,6527,0,13080,0,1150,1904,-1,0,-64,0,876
02-JAN-2021,11,23297,25079,21161,942,6527,0,13080,0,1154,1904,-1,0,-28,0,949
02-JAN-2021,12,23555,25324,21422,931,6527,0,13080,0,1142,1904,-1,0,-27,0,952
02-JAN-2021,13,24601,26114,22421,914,6527,0,13080,0,804,1903,-1,0,-109,0,952
02-JAN-2021,14,25369,26495,23147,897,6527,0,13080,0,499,1904,-1,0,-27,0,952
02-JAN-2021,15,26379,27149,24067,882,6527,0,13080,0,66,2000,-1,0,-104,0,998
02-JAN-2021,16,26948,27659,24600,866,6527,0,13080,0,15,2003,-1,0,-96,0,1000
02-JAN-2021,17,28152,28782,25736,850,6527,5,13080,0,13,2003,-1,0,-17,0,999
02-JAN-2021,18,29540,30148,27025,834,6527,230,13080,0,8,2003,-1,0,22,0,999
02-JAN-2021,19,30886,31508,28249,804,6527,808,13080,0,8,2003,-1,0,-14,0,999
02-JAN-2021,20,31826,32487,29049,774,6527,1300,13080,0,5,2003,-2,0,-56,0,1000
02-JAN-2021,21,32458,33268,29570,774,6527,1750,13080,0,6,2004,-2,0,-204,0,999
02-JAN-2021,22,32935,33774,29962,773,6527,1800,13080,0,7,2004,-1,0,-232,0,999
02-JAN-2021,23,33257,34031,30224,786,6527,2080,13080,0,6,2004,-1,0,-168,0,715
02-JAN-2021,24,33929,34538,30818,799,6527,2230,13080,0,5,2004,-1,0,-4,0,704
02-JAN-2021,25,34605,35213,31453,835,6527,2300,13080,0,8,2004,-1,0,96,0,988
02-JAN-2021,26,34974,35583,31845,871,6527,2180,13080,0,9,2004,-1,0,97,0,1000
02-JAN-2021,27,35486,36096,32374,884,6527,1820,13080,0,10,2004,-1,0,216,0,999
02-JAN-2021,28,35457,36068,32391,897,6527,1160,13080,0,11,2004,-1,0,129,0,999
02-JAN-2021,29,35692,36303,32718,935,6527,725,13080,0,11,2004,-1,0,163,0,999
02-JAN-2021,30,36057,36668,33030,972,6527,493,13080,0,11,2004,-2,0,109,0,998
02-JAN-2021,31,36588,37198,33541,974,6527,215,13080,0,10,2004,-2,0,19,0,658
02-JAN-2021,32,37096,37731,34044,976,6527,35,13080,0,15,2004,-1,0,-20,0,646
02-JAN-2021,33,38652,39346,35404,1009,6527,1,13080,0,18,2004,-2,0,-76,0,1005
02-JAN-2021,34,40745,41355,37261,1042,6527,0,13080,0,10,2004,-1,0,19,0,1020
02-JAN-2021,35,41530,42222,37965,1068,6527,2,13080,0,6,2004,-2,0,-86,0,1020
02-JAN-2021,36,41549,42352,38005,1094,6527,0,13080,0,6,2004,-2,0,-197,0,1020
02-JAN-2021,37,40687,41443,37293,1144,6527,0,13080,0,9,2004,-2,0,-147,0,1020
02-JAN-2021,38,39777,40596,36480,1193,6527,0,13080,0,10,2003,-2,0,-209,0,1019
02-JAN-2021,39,38809,39504,35627,1172,6527,0,13080,0,9,2003,-1,0,-86,0,1020
02-JAN-2021,40,37246,37890,34197,1150,6527,0,13080,0,10,2003,-2,0,-34,0,1020
02-JAN-2021,41,36128,36799,33119,1162,6527,0,13080,0,8,2003,-2,0,-63,0,1020
02-JAN-2021,42,34813,35485,31926,1174,6527,0,13080,0,7,2003,-1,0,-65,0,1019
02-JAN-2021,43,33609,34427,30844,1170,6527,0,13080,0,11,2003,-1,0,-207,0,1000
02-JAN-2021,44,32246,33006,29598,1165,6527,0,13080,0,12,2003,-2,0,-148,0,1000
02-JAN-2021,45,30742,31424,28201,1169,6527,0,13080,0,6,2003,-2,0,-76,0,999
02-JAN-2021,46,29342,30017,26852,1173,6527,0,13080,0,5,2003,-2,0,-70,0,1000
02-JAN-2021,47,27729,28431,25310,1172,6527,0,13080,0,5,2003,-1,0,-97,0,999
02-JAN-2021,48,26871,27534,24592,1171,6527,0,13080,0,5,2003,-1,0,-58,0,1000
03-JAN-2021,1,26499,27104,24296,1179,6527,0,13080,0,5,2003,-2,0,82,0,999
03-JAN-2021,2,26615,27220,24494,1186,6527,0,13080,0,5,2003,-1,0,169,0,1000
03-JAN-2021,3,26278,26883,24230,1192,6527,0,13080,0,5,1907,-1,0,277,0,954
03-JAN-2021,4,25585,26190,23606,1198,6527,0,13080,0,5,1903,-2,0,249,0,952
03-JAN-2021,5,25055,25665,23079,1210,6527,0,13080,0,10,1903,-1,0,224,0,952
03-JAN-2021,6,24657,25451,22613,1222,6527,0,13080,0,194,1904,-1,0,260,0,952
03-JAN-2021,7,24211,25382,22067,1200,6527,0,13080,0,571,1903,-1,0,269,0,951
03-JAN-2021,8,23563,24809,21427,1177,6527,0,13080,0,646,1903,-1,0,124,0,952
03-JAN-2021,9,23181,24915,21087,1168,6527,0,13080,0,1134,1807,-1,0,20,0,905
03-JAN-2021,10,22910,24679,20846,1159,6527,0,13080,0,1155,1804,-1,0,-14,0,903
03-JAN-2021,11,22983,24816,20905,1159,6527,0,13080,0,1196,1805,-1,0,-37,0,807
03-JAN-2021,12,23000,24916,20914,1158,6527,0,13080,0,1226,1805,-1,0,-90,0,804
03-JAN-2021,13,23846,25480,21727,1155,6527,0,13080,0,1014,1900,-1,0,-20,0,946
03-JAN-2021,14,24316,25897,22205,1152,6527,0,13080,0,907,1901,-1,0,-74,0,952
03-JAN-2021,15,25253,26437,23033,1129,6527,0,13080,0,380,1473,-1,0,-204,0,968
03-JAN-2021,16,25727,26796,23471,1106,6527,0,13080,0,370,1459,-1,0,-99,0,969
03-JAN-2021,17,26766,27510,24421,1105,6527,3,13080,0,144,1978,-1,0,43,0,998
03-JAN-2021,18,28350,28958,25928,1104,6527,72,13080,0,8,2003,-1,0,184,0,999
03-JAN-2021,19,30028,30634,27471,1068,6527,396,13080,0,6,2003,-1,0,145,0,953
03-JAN-2021,20,31485,32095,28775,1032,6527,856,13080,0,10,2003,-1,0,94,0,951
03-JAN-2021,21,32725,33371,29863,1042,6527,1240,13080,0,10,2003,-1,0,-36,0,951
03-JAN-2021,22,33454,34135,30457,1051,6527,1650,13080,0,8,2003,-1,0,-73,0,950
03-JAN-2021,23,34104,34914,31010,1050,6527,1800,13080,0,10,2004,-1,0,-200,0,922
03-JAN-2021,24,34534,35443,31353,1049,6527,1700,13080,0,10,2004,-1,0,-299,0,920
03-JAN-2021,25,35113,35927,31883,1104,6527,2050,13080,0,10,2003,-1,0,-187,-17,984
03-JAN-2021,26,35593,36386,32307,1158,6527,2000,13080,0,11,2003,-1,0,-182,10,987
03-JAN-2021,27,35630,36446,32340,1185,6527,1940,13080,0,12,2003,-1,0,-204,0,999
03-JAN-2021,28,35793,36628,32503,1211,6527,1510,13080,0,12,2003,-1,0,-223,0,1000
03-JAN-2021,29,36102,36953,32781,1237,6527,1120,13080,0,11,2003,-1,0,-241,0,971
03-JAN-2021,30,36453,37443,33151,1262,6527,658,13080,0,11,2003,-1,0,-379,0,970
03-JAN-2021,31,37349,38382,34009,1249,6527,289,13080,0,11,2004,-1,0,-390,-32,971
03-JAN-2021,32,38256,39170,34854,1236,6527,73,13080,0,13,2003,-1,0,-239,-62,971
03-JAN-2021,33,40210,40951,36600,1287,6527,4,13080,0,7,2003,-1,0,-92,-42,1018
03-JAN-2021,34,42031,42640,38174,1337,6527,0,13080,0,9,2003,-1,0,50,0,1020
03-JAN-2021,35,42634,43291,38703,1386,6527,0,13080,0,9,2003,-1,0,-48,0,1020
03-JAN-2021,36,42416,43147,38546,1435,6527,0,13080,0,9,2003,-1,0,-122,0,1020
03-JAN-2021,37,41516,42361,37798,1480,6527,0,13080,0,9,2003,-1,0,-236,0,1020
03-JAN-2021,38,40103,41061,36493,1525,6527,0,13080,0,9,2003,-1,0,-349,0,1019
03-JAN-2021,39,38512,39393,35016,1541,6527,0,13080,0,16,2003,-1,0,-265,0,1020
03-JAN-2021,40,36943,37881,33593,1557,6527,0,13080,0,17,2003,-2,0,-321,0,1020
03-JAN-2021,41,35860,36685,32597,1541,6527,0,13080,0,10,1994,-1,0,-215,0,1019
03-JAN-2021,42,34350,35200,31263,1525,6527,0,13080,0,12,1993,-2,0,-238,0,1020
03-JAN-2021,43,32941,33732,29948,1513,6527,0,13080,0,10,2001,-1,0,-181,0,1000
03-JAN-2021,44,31491,32315,28632,1501,6527,0,13080,0,9,1998,-1,0,-215,0,1000
03-JAN-2021,45,30063,30962,27310,1493,6527,0,13080,0,12,1522,-1,0,-287,0,904
03-JAN-2021,46,28472,29425,25730,1485,6527,0,13080,0,13,1501,-2,0,-340,0,901
03-JAN-2021,47,26951,27873,24353,1436,6527,0,13080,0,22,1603,-1,0,-300,60,808
03-JAN-2021,48,25767,26806,23289,1387,6527,0,13080,0,288,1606,-1,0,-151,25,805
04-JAN-2021,1,25540,26620,23137,1417,6527,0,13080,0,480,1606,-1,0,19,0,805
04-JAN-2021,2,26153,26801,23770,1447,6527,0,13080,0,48,1606,-1,0,149,0,804
04-JAN-2021,3,25980,26878,23582,1454,6527,0,13080,0,298,1607,-2,0,188,0,805
04-JAN-2021,4,25371,26543,23039,1460,6527,0,13080,0,572,1606,-1,0,231,0,805
04-JAN-2021,5,24748,26111,22454,1494,6527,0,13080,0,763,1606,-1,0,133,0,804
04-JAN-2021,6,24467,26093,22163,1528,6527,0,13080,0,1026,1606,-2,0,97,17,805
04-JAN-2021,7,24240,25923,21940,1525,6527,0,13080,0,1035,1601,-1,0,-48,0,822
04-JAN-2021,8,23904,25759,21599,1522,6527,0,13080,0,1155,1600,-1,0,-100,0,823
04-JAN-2021,9,23753,25362,21512,1562,6527,0,13080,0,909,1505,-1,0,-100,0,823
04-JAN-2021,10,23838,25682,21626,1602,6527,0,13080,0,1158,1501,-1,0,-52,-34,823
04-JAN-2021,11,24419,26245,22190,1621,6527,0,13080,0,1226,1366,-1,0,83,1,806
04-JAN-2021,12,25418,27086,23143,1639,6527,0,13080,0,1068,1360,-1,0,151,0,805
04-JAN-2021,13,27777,28737,25390,1646,6527,0,13080,0,360,1326,-1,0,135,0,861
04-JAN-2021,14,29924,30793,27445,1652,6527,0,13080,0,269,1274,-1,0,108,0,863
04-JAN-2021,15,32402,33103,29816,1680,6527,0,13080,0,102,106,-1,1,54,0,863
04-JAN-2021,16,34266,34936,31592,1708,6527,0,13080,0,13,10,-1,0,-58,0,863
04-JAN-2021,17,36353,37023,33572,1718,6527,1,13080,0,13,7,-1,0,-57,0,794
04-JAN-2021,18,37798,38464,34923,1727,6527,70,13080,0,10,11,-1,0,-56,0,792
04-JAN-2021,19,39002,39870,36005,1729,6527,230,13080,0,10,541,-2,0,-204,-54,769
04-JAN-2021,20,39563,40468,36454,1731,6527,430,13080,0,11,565,-1,0,-284,-10,769
04-JAN-2021,21,39768,40754,36586,1791,6527,675,13080,0,12,219,-1,0,-374,0,847
04-JAN-2021,22,39938,40938,36668,1850,6527,961,13080,0,13,207,-1,0,-387,0,850
04-JAN-2021,23,40462,41572,37102,1880,6527,1070,13080,0,12,541,-1,0,-453,-45,931
04-JAN-2021,24,40534,41637,37148,1909,6527,1130,13080,0,9,557,-1,0,-455,-39,933
04-JAN-2021,25,40955,42082,37517,1929,6527,1060,13080,0,7,966,-1,0,-455,-65,940
04-JAN-2021,26,41165,42290,37680,1949,6527,984,13080,0,8,983,-1,0,-454,-63,941
04-JAN-2021,27,41667,42708,38174,1958,6527,849,13080,0,11,1235,-1,0,-430,0,974
04-JAN-2021,28,41620,42683,38133,1967,6527,710,13080,0,10,1244,-1,0,-453,0,975
04-JAN-2021,29,41736,42800,38308,1950,6527,534,13080,0,10,980,-1,0,-454,0,939
04-JAN-2021,30,41655,42753,38222,1932,6527,365,13080,0,13,970,-1,0,-454,-31,938
04-JAN-2021,31,41586,42809,38100,1886,6527,182,13080,0,15,715,-1,0,-454,-154,824
04-JAN-2021,32,42051,43203,38569,1840,6527,38,13080,0,15,749,-2,0,-454,-83,820
04-JAN-2021,33,43235,44337,39588,1807,6527,1,13080,0,18,1858,-1,0,-407,-77,932
04-JAN-2021,34,44628,45532,40775,1773,6527,0,13080,0,10,1946,-1,0,-292,-2,936
04-JAN-2021,35,45061,46060,41069,1758,6527,0,13080,0,9,2000,-2,1,-390,0,1017
04-JAN-2021,36,44766,45781,40846,1742,6527,0,13080,0,9,2003,-1,0,-406,0,1020
04-JAN-2021,37,44363,45289,40544,1734,6527,0,13080,0,9,1962,-1,0,-317,0,1020
04-JAN-2021,38,43648,44650,39905,1725,6527,0,13080,0,12,1960,-2,1,-390,0,1020
04-JAN-2021,39,42369,43489,38736,1689,6527,0,13080,0,17,2001,-1,0,-453,-50,1019
04-JAN-2021,40,40912,42009,37412,1653,6527,0,13080,0,15,2002,-2,0,-453,-29,1020
04-JAN-2021,41,38833,39934,35445,1605,6527,0,13080,0,15,2002,-1,0,-396,-90,981
04-JAN-2021,42,37601,38601,34331,1556,6527,0,13080,0,14,2002,-2,0,-335,-51,980
04-JAN-2021,43,36206,37221,33101,1512,6527,0,13080,0,14,2003,-2,0,-401,0,946
04-JAN-2021,44,34427,35511,31482,1467,6527,0,13080,0,15,2000,-1,0,-428,-41,945
04-JAN-2021,45,32509,33419,29692,1456,6527,0,13080,0,15,1586,-2,0,-294,-1,998
04-JAN-2021,46,30762,31605,27980,1445,6527,0,13080,0,13,1569,-1,0,-230,0,999
04-JAN-2021,47,29060,29937,26426,1440,6527,0,13080,0,11,1795,-1,0,-266,0,896
04-JAN-2021,48,27652,28519,25152,1434,6527,0,13080,0,11,1804,-2,0,-256,0,892
05-JAN-2021,1,27447,28329,24994,1442,6527,0,13080,0,8,1803,-1,1,-274,0,774
05-JAN-2021,2,27781,28686,25337,1450,6527,0,13080,0,147,1804,-2,0,-158,0,770
05-JAN-2021,3,27473,28456,25083,1439,6527,0,13080,0,226,1804,-1,1,-157,0,749
05-JAN-2021,4,26854,28353,24500,1427,6527,0,13080,0,862,1804,-1,1,-37,0,748
05-JAN-2021,5,26592,28490,24273,1433,6527,0,13080,0,1237,1804,-1,0,-61,0,783
05-JAN-2021,6,26376,28273,24055,1439,6527,0,13080,0,1231,1803,-1,0,-66,0,784
05-JAN-2021,7,26142,27928,23782,1418,6527,0,13080,0,1158,1804,-1,0,-28,0,797
05-JAN-2021,8,25752,27582,23423,1397,6527,0,13080,0,1214,1804,-1,1,-16,0,798
05-JAN-2021,9,25587,27403,23340,1403,6527,0,13080,0,1200,1817,-1,0,-16,0,747
05-JAN-2021,10,25719,27421,23483,1408,6527,0,13080,0,1086,1810,-1,0,-16,0,746
05-JAN-2021,11,26163,27709,23918,1395,6527,0,13080,0,946,1215,-1,0,54,0,990
05-JAN-2021,12,27055,28440,24770,1382,6527,0,13080,0,785,1190,-1,0,50,0,998
05-JAN-2021,13,29470,30157,27047,1402,6527,0,13080,0,87,1715,-1,0,105,0,631
05-JAN-2021,14,31425,32150,28868,1421,6527,2,13080,0,125,1739,-1,0,25,0,616
05-JAN-2021,15,33780,34390,31028,1398,6527,0,13080,0,10,1497,-1,0,37,12,366
05-JAN-2021,16,35952,36710,33050,1374,6527,0,13080,0,76,1479,-1,0,-82,0,357
05-JAN-2021,17,37959,38839,34895,1377,6527,2,13080,0,35,849,-1,0,-245,0,345
05-JAN-2021,18,39245,40138,36044,1379,6527,102,13080,0,11,820,-1,0,-282,0,345
05-JAN-2021,19,39948,40903,36618,1371,6527,396,13080,0,13,1261,-1,0,-342,0,404
05-JAN-2021,20,40414,41422,36999,1363,6527,822,13080,0,12,1280,-1,0,-396,0,406
05-JAN-2021,21,40205,41203,36691,1397,6527,1380,13080,0,10,984,-1,0,-388,0,301
05-JAN-2021,22,40300,41310,36710,1430,6527,1860,13080,0,11,973,-1,1,-399,0,298
05-JAN-2021,23,40300,41367,36668,1449,6527,2520,13080,0,15,789,-1,0,-452,0,445
05-JAN-2021,24,40252,41317,36539,1467,6527,2670,13080,0,12,878,-1,0,-453,0,450
05-JAN-2021,25,40431,41462,36644,1493,6527,2650,13080,0,11,1241,-1,0,-420,0,139
05-JAN-2021,26,40678,41744,36828,1518,6527,2440,13080,0,13,1307,-1,0,-453,0,126
05-JAN-2021,27,41088,42156,37229,1518,6527,2060,13080,0,13,1995,-1,0,-455,0,166
05-JAN-2021,28,41065,42131,37250,1517,6527,1610,13080,0,12,2005,-1,0,-454,0,168
05-JAN-2021,29,41301,42369,37516,1509,6527,1030,13080,0,14,1870,-1,0,-454,0,463
05-JAN-2021,30,41439,42533,37680,1500,6527,738,13080,0,14,1865,-1,0,-455,-25,475
05-JAN-2021,31,42073,43263,38284,1469,6527,326,13080,0,9,1596,-1,0,-454,-127,251
05-JAN-2021,32,42657,43757,38858,1438,6527,82,13080,0,16,1587,-1,1,-455,-29,246
05-JAN-2021,33,43805,44973,39849,1408,6527,5,13080,0,11,1986,-1,0,-454,-103,717
05-JAN-2021,34,44595,45841,40420,1378,6527,0,13080,0,8,2003,-1,0,-455,-183,737
05-JAN-2021,35,44756,46142,40462,1364,6527,0,13080,0,8,2004,-1,0,-454,-324,491
05-JAN-2021,36,44674,46178,40429,1350,6527,0,13080,0,4,2004,-2,0,-455,-445,483
05-JAN-2021,37,44601,46066,40475,1346,6527,1,13080,0,7,2003,-1,0,-454,-404,794
05-JAN-2021,38,43760,45268,39701,1342,6527,0,13080,0,9,2003,-2,0,-455,-444,807
05-JAN-2021,39,42858,44225,38916,1311,6527,0,13080,0,9,2003,-1,0,-454,-304,835
05-JAN-2021,40,41618,42978,37837,1279,6527,0,13080,0,11,2003,-2,0,-455,-294,836
05-JAN-2021,41,40398,41871,36702,1249,6527,0,13080,0,13,2003,-1,0,-454,-406,807
05-JAN-2021,42,39013,40584,35497,1218,6527,0,13080,0,14,2002,-1,1,-454,-503,805
05-JAN-2021,43,37036,38482,33652,1181,6527,0,13080,0,12,1622,-1,0,-455,-379,589
05-JAN-2021,44,35323,36567,32101,1143,6527,0,13080,0,12,1605,-2,0,-389,-243,581
05-JAN-2021,45,33393,34414,30285,1120,6527,0,13080,0,18,1194,-1,1,-311,-92,408
05-JAN-2021,46,31614,32605,28560,1097,6527,0,13080,0,17,1176,-2,0,-310,-64,403
05-JAN-2021,47,29909,31107,26992,1070,6527,0,13080,0,273,1048,-2,0,-310,-15,712
05-JAN-2021,48,28731,30682,25929,1043,6527,0,13080,0,1041,1045,-1,0,-310,0,723
06-JAN-2021,1,28511,30634,25767,1036,6527,0,13080,0,1260,1463,-2,0,-263,0,828
06-JAN-2021,2,29027,31043,26321,1028,6527,0,13080,0,1256,1484,-2,0,-160,0,832
06-JAN-2021,3,28845,30798,26171,1019,6527,0,13080,0,1248,1923,-1,0,-105,0,947
06-JAN-2021,4,28391,30352,25748,1010,6527,0,13080,0,1255,1943,-2,0,-106,0,952
06-JAN-2021,5,27947,29896,25354,992,6527,0,13080,0,1244,1912,-1,0,-105,0,834
06-JAN-2021,6,27533,29471,24928,974,6527,0,13080,0,1232,1910,-1,0,-106,0,830
06-JAN-2021,7,27251,29184,24599,961,6527,0,13080,0,1227,1675,-2,1,-106,0,763
06-JAN-2021,8,26834,28766,24187,947,6527,0,13080,0,1226,1665,-1,0,-106,0,761
06-JAN-2021,9,26698,28617,24089,925,6527,0,13080,0,1213,1425,-1,0,-106,0,830
06-JAN-2021,10,26776,28681,24172,903,6527,0,13080,0,1199,1400,-2,0,-106,0,833
06-JAN-2021,11,27343,29182,24703,879,6527,0,13080,0,1192,638,-1,1,-47,0,861
06-JAN-2021,12,28496,29950,25778,854,6527,0,13080,0,815,594,-2,0,-39,0,856
06-JAN-2021,13,30965,31618,28057,825,6527,0,13080,0,53,415,-2,0,51,0,275
06-JAN-2021,14,33049,33674,29983,795,6527,0,13080,0,9,456,-1,0,-16,0,247
06-JAN-2021,15,35827,36440,32546,764,6527,0,13080,0,13,1606,-1,0,29,0,59
06-JAN-2021,16,38045,38655,34607,733,6527,0,13080,0,10,1700,-2,0,14,0,63
06-JAN-2021,17,40004,40639,36388,721,6527,1,13080,0,7,1573,-1,0,-28,0,732
06-JAN-2021,18,41007,41644,37293,709,6527,45,13080,0,9,1571,-1,0,-28,0,768
06-JAN-2021,19,41246,41872,37449,682,6527,259,13080,0,8,1986,-2,0,-18,0,982
06-JAN-2021,20,41464,42112,37606,655,6527,642,13080,0,8,2004,-2,0,-40,0,990
06-JAN-2021,21,41723,42414,37808,649,6527,981,13080,0,10,2002,-1,0,-81,0,999
06-JAN-2021,22,41817,42503,37923,642,6527,1330,13080,0,12,2003,-1,0,-74,0,999
06-JAN-2021,23,42185,42965,38276,625,6527,1510,13080,0,9,2004,-1,0,-171,0,999
06-JAN-2021,24,42319,43082,38385,608,6527,1820,13080,0,6,2004,-2,0,-157,0,1000
06-JAN-2021,25,42500,43200,38523,619,6527,2310,13080,0,9,2003,-1,0,-91,0,847
06-JAN-2021,26,42296,43114,38299,630,6527,2270,13080,0,11,2003,-1,0,-207,0,842
06-JAN-2021,27,42124,43061,38162,642,6527,2090,13080,0,10,2003,-2,0,-327,0,856
06-JAN-2021,28,41887,42786,37969,653,6527,1610,13080,0,9,2003,-2,0,-290,0,856
06-JAN-2021,29,41826,42669,37959,645,6527,1490,13080,0,12,2003,-2,1,-231,0,995
06-JAN-2021,30,41885,42587,38030,636,6527,1100,13080,0,16,2002,-1,0,-86,0,999
06-JAN-2021,31,42630,43264,38691,625,6527,566,13080,0,9,2003,-1,0,-25,0,990
